labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
JPN_Mining and Quarrying,JPN_Mining and Quarrying,mining,True,,41120338.49507687,1066506.242486209,0.0956096049987836,0,USD,Japan,JPN
JPN_Food & Beverages,JPN_Food & Beverages,agriculture,True,,245013865.70357743,150859220.53889102,0.0109717934953069,0,USD,Japan,JPN
JPN_Textiles and Wearing Apparel,JPN_Textiles and Wearing Apparel,manufacturing,True,,43610647.152264856,17369410.88332242,0.1583741599964709,0,USD,Japan,JPN
JPN_Wood and Paper,JPN_Wood and Paper,manufacturing,True,,187394539.73528764,9635550.940766811,0.0283105601380673,0,USD,Japan,JPN
"JPN_Petroleum, Chemical and Non-Metallic Mineral Products","JPN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,637817595.633648,34520787.00785039,0.1153674672336295,0,USD,Japan,JPN
JPN_Metal Products,JPN_Metal Products,manufacturing,True,,463236714.4621396,9598285.672434606,0.1160242317224535,0,USD,Japan,JPN
JPN_Electrical and Machinery,JPN_Electrical and Machinery,utility,True,,843889756.0377655,331695196.90877444,0.1934999243475622,0,USD,Japan,JPN
JPN_Transport Equipment,JPN_Transport Equipment,utility,True,,406162888.449083,198934868.6888594,0.0747223851241342,0,USD,Japan,JPN
JPN_Other Manufacturing,JPN_Other Manufacturing,manufacturing,True,,84972776.58758983,22697310.827946264,0.0440432158820392,0,USD,Japan,JPN
JPN_Recycling,JPN_Recycling,utility,True,,10460645.337060824,885469.7930529247,0.143486556695672,0,USD,Japan,JPN
"JPN_Electricity, Gas and Water","JPN_Electricity, Gas and Water",utility,True,,262983894.4018372,67590166.87756443,0.0068828774063889,0,USD,Japan,JPN
JPN_Construction,JPN_Construction,construction,True,,565670308.957706,476595666.3359595,0.0023988370078082,0,USD,Japan,JPN
JPN_Maintenance and Repair,JPN_Maintenance and Repair,construction,True,,18942074.664488383,10926265.132512515,0.1039152242751932,0,USD,Japan,JPN
JPN_Wholesale Trade,JPN_Wholesale Trade,trade,True,,638168487.815933,253851963.41548893,0.1621758475322297,0,USD,Japan,JPN
JPN_Retail Trade,JPN_Retail Trade,trade,True,,292614940.3213614,241395977.5120545,0.0231717251969792,0,USD,Japan,JPN
JPN_Hotels and Restraurants,JPN_Hotels and Restraurants,service,True,,208786560.12421823,195927145.7551384,0.0615863513543417,0,USD,Japan,JPN
JPN_Transport,JPN_Transport,construction,True,,559916790.3194264,330342815.81876016,0.0538235933728171,0,USD,Japan,JPN
JPN_Post and Telecommunications,JPN_Post and Telecommunications,service,True,,300196707.6761991,125566386.18289591,0.016189699957985,0,USD,Japan,JPN
JPN_Finacial Intermediation and Business Activities,JPN_Finacial Intermediation and Business Activities,service,True,,1885050435.0740635,780355528.4817088,0.0216729485599914,0,USD,Japan,JPN
JPN_Public Administration,JPN_Public Administration,service,True,,325128459.316136,321801788.92502844,0.0001713576785402,0,USD,Japan,JPN
"JPN_Education, Health and Other Services","JPN_Education, Health and Other Services",service,True,,1304237737.1664896,1163458804.2940626,0.0060346755541869,0,USD,Japan,JPN
JPN_Private Households,JPN_Private Households,service,True,,1621839.0915984805,1080821.0638856543,0.0390571602530329,0,USD,Japan,JPN
JPN_Others,JPN_Others,service,True,,65909213.07329721,1332833.37726633,0.0083930728145046,0,USD,Japan,JPN
JPN_Re-export & Re-import,JPN_Re-export & Re-import,imports,True,,12767.9132457249,6.351821622364998,0.0001065875978582,0,USD,Japan,JPN
JOR_Agriculture,JOR_Agriculture,agriculture,True,,3345041.2463797987,1269513.841122306,0.2471872900767244,0,USD,Jordan,JOR
JOR_Fishing,JOR_Fishing,agriculture,True,,115086.13366429768,40912.95301022235,0.0823037382566429,0,USD,Jordan,JOR
JOR_Mining and Quarrying,JOR_Mining and Quarrying,mining,True,,2162462.683522684,46034.22026807152,0.8437287520691061,0,USD,Jordan,JOR
JOR_Food & Beverages,JOR_Food & Beverages,agriculture,True,,3261839.7484586034,1866387.5442225167,0.1513193686107151,0,USD,Jordan,JOR
JOR_Textiles and Wearing Apparel,JOR_Textiles and Wearing Apparel,manufacturing,True,,1054196.2383027014,684193.9352393501,0.1155723493753991,0,USD,Jordan,JOR
JOR_Wood and Paper,JOR_Wood and Paper,manufacturing,True,,2115396.033650733,175943.6314768062,0.1985723417988052,0,USD,Jordan,JOR
"JOR_Petroleum, Chemical and Non-Metallic Mineral Products","JOR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,7509238.2705671005,1109612.6213332503,0.3813704998692998,0,USD,Jordan,JOR
JOR_Metal Products,JOR_Metal Products,manufacturing,True,,2381978.2779998286,113206.32520238469,0.1147146932325873,0,USD,Jordan,JOR
JOR_Electrical and Machinery,JOR_Electrical and Machinery,utility,True,,5924684.710289391,2159450.342499775,0.1121823226129377,0,USD,Jordan,JOR
JOR_Transport Equipment,JOR_Transport Equipment,utility,True,,2596107.227600493,1296950.2653967796,0.0358752340633483,0,USD,Jordan,JOR
JOR_Other Manufacturing,JOR_Other Manufacturing,manufacturing,True,,862611.693059563,480149.40048546885,0.1084633507601129,0,USD,Jordan,JOR
JOR_Recycling,JOR_Recycling,utility,True,,362846.467710097,267542.96719203755,0.2080719343432605,0,USD,Jordan,JOR
"JOR_Electricity, Gas and Water","JOR_Electricity, Gas and Water",utility,True,,1593590.6255677189,944156.198571416,0.0069377510459205,0,USD,Jordan,JOR
JOR_Construction,JOR_Construction,construction,True,,5606806.186689061,3565741.3110601604,0.0071498101885657,0,USD,Jordan,JOR
JOR_Maintenance and Repair,JOR_Maintenance and Repair,construction,True,,171685.8720301328,98972.63838416224,0.2375998761203301,0,USD,Jordan,JOR
JOR_Wholesale Trade,JOR_Wholesale Trade,trade,True,,3017797.921027624,1440974.4472160365,0.039992178641468,0,USD,Jordan,JOR
JOR_Retail Trade,JOR_Retail Trade,trade,True,,3018160.0383008607,2646366.6934585245,0.0166167637354881,0,USD,Jordan,JOR
JOR_Hotels and Restraurants,JOR_Hotels and Restraurants,service,True,,2367071.347213432,2054603.939957588,0.0336740491619224,0,USD,Jordan,JOR
JOR_Transport,JOR_Transport,construction,True,,4297587.54426469,1555765.737441708,0.1681212493802925,0,USD,Jordan,JOR
JOR_Post and Telecommunications,JOR_Post and Telecommunications,service,True,,3494331.5877753426,1263316.720553026,0.0499863551539831,0,USD,Jordan,JOR
JOR_Finacial Intermediation and Business Activities,JOR_Finacial Intermediation and Business Activities,service,True,,14292734.393713323,7296066.773518036,0.0501618955768625,0,USD,Jordan,JOR
JOR_Public Administration,JOR_Public Administration,service,True,,5381729.456476916,5195501.39609666,0.0278219522722486,0,USD,Jordan,JOR
"JOR_Education, Health and Other Services","JOR_Education, Health and Other Services",service,True,,5954404.601380952,5337607.956098966,0.0633164865777762,0,USD,Jordan,JOR
JOR_Private Households,JOR_Private Households,service,True,,136843.24314890234,97984.3805684074,0.2649390536370499,0,USD,Jordan,JOR
JOR_Others,JOR_Others,service,True,,229217.58082467603,102028.94233419,0.0935785667195073,0,USD,Jordan,JOR
JOR_Re-export & Re-import,JOR_Re-export & Re-import,imports,True,,35939.53003848582,2476.6095383143065,0.930818971479265,0,USD,Jordan,JOR
KAZ_Agriculture,KAZ_Agriculture,agriculture,True,,43653484.72837893,15040766.098494109,0.0335567324291403,0,USD,Kazakhstan,KAZ
KAZ_Fishing,KAZ_Fishing,agriculture,True,,7133914.110832966,2453228.5628593257,0.0333559986575754,0,USD,Kazakhstan,KAZ
KAZ_Mining and Quarrying,KAZ_Mining and Quarrying,mining,True,,37910911.30604261,4087904.594475468,0.2044666030339352,0,USD,Kazakhstan,KAZ
KAZ_Food & Beverages,KAZ_Food & Beverages,agriculture,True,,31226487.471465666,16941212.04259102,0.0265524209417502,0,USD,Kazakhstan,KAZ
KAZ_Textiles and Wearing Apparel,KAZ_Textiles and Wearing Apparel,manufacturing,True,,19033601.81325668,8630327.743350556,0.0294292783048539,0,USD,Kazakhstan,KAZ
KAZ_Wood and Paper,KAZ_Wood and Paper,manufacturing,True,,1719513.3928481035,355581.54089742986,0.0314967855574371,0,USD,Kazakhstan,KAZ
"KAZ_Petroleum, Chemical and Non-Metallic Mineral Products","KAZ_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,17620070.53364809,1283066.204563988,0.1850525458372857,0,USD,Kazakhstan,KAZ
KAZ_Metal Products,KAZ_Metal Products,manufacturing,True,,18095849.304805413,1609035.317901538,0.6006477891821035,0,USD,Kazakhstan,KAZ
KAZ_Electrical and Machinery,KAZ_Electrical and Machinery,utility,True,,7629256.109263213,888471.3198253335,0.1249393504670174,0,USD,Kazakhstan,KAZ
KAZ_Transport Equipment,KAZ_Transport Equipment,utility,True,,665441.1019826706,455555.55967670353,0.0930868067382786,0,USD,Kazakhstan,KAZ
KAZ_Other Manufacturing,KAZ_Other Manufacturing,manufacturing,True,,2345162.5110261748,1684422.591328591,0.1124535679756314,0,USD,Kazakhstan,KAZ
KAZ_Recycling,KAZ_Recycling,utility,True,,494776.0000115616,295382.736656402,0.1835549682321636,0,USD,Kazakhstan,KAZ
"KAZ_Electricity, Gas and Water","KAZ_Electricity, Gas and Water",utility,True,,13721236.704419514,6411636.621720592,0.0803514498524601,0,USD,Kazakhstan,KAZ
KAZ_Construction,KAZ_Construction,construction,True,,20506260.179355487,18944439.34619939,0.0761302331907589,0,USD,Kazakhstan,KAZ
KAZ_Maintenance and Repair,KAZ_Maintenance and Repair,construction,True,,175517.21108298394,121279.47805256398,0.2708720058789103,0,USD,Kazakhstan,KAZ
KAZ_Wholesale Trade,KAZ_Wholesale Trade,trade,True,,2262219.530316474,1563155.173857458,0.2708723722627805,0,USD,Kazakhstan,KAZ
KAZ_Retail Trade,KAZ_Retail Trade,trade,True,,5031487.358020316,3476670.814212023,0.2708726205573804,0,USD,Kazakhstan,KAZ
KAZ_Hotels and Restraurants,KAZ_Hotels and Restraurants,service,True,,184171.2765948668,47417.91274227209,0.6930199209638951,0,USD,Kazakhstan,KAZ
KAZ_Transport,KAZ_Transport,construction,True,,25228271.29033526,6738948.553570999,0.0972482376152375,0,USD,Kazakhstan,KAZ
KAZ_Post and Telecommunications,KAZ_Post and Telecommunications,service,True,,4244337.786902035,1555246.4614208515,0.0882643557817802,0,USD,Kazakhstan,KAZ
KAZ_Finacial Intermediation and Business Activities,KAZ_Finacial Intermediation and Business Activities,service,True,,20895720.732502937,11393383.84913279,0.1688369663307402,0,USD,Kazakhstan,KAZ
KAZ_Public Administration,KAZ_Public Administration,service,True,,1651545.4573440473,1542907.952076113,0.0410851224724835,0,USD,Kazakhstan,KAZ
"KAZ_Education, Health and Other Services","KAZ_Education, Health and Other Services",service,True,,11479043.75808743,9388916.70059491,0.0692132195012118,0,USD,Kazakhstan,KAZ
KAZ_Private Households,KAZ_Private Households,service,True,,26909.39157198361,25723.339103759303,0.0397292345111693,0,USD,Kazakhstan,KAZ
KAZ_Others,KAZ_Others,service,True,,7722986.921163446,7382589.122500588,0.0397293864978934,0,USD,Kazakhstan,KAZ
KAZ_Re-export & Re-import,KAZ_Re-export & Re-import,imports,True,,20595.442809805365,2033.2711803482127,0.4084320083620805,0,USD,Kazakhstan,KAZ
KEN_Agriculture,KEN_Agriculture,agriculture,True,,21383396.473879203,15158259.575881593,0.1364046681352616,0,USD,Kenya,KEN
KEN_Fishing,KEN_Fishing,agriculture,True,,354895.3619721554,302405.1942713722,0.1427114072995406,0,USD,Kenya,KEN
KEN_Mining and Quarrying,KEN_Mining and Quarrying,mining,True,,539733.8436178522,-24744.227637605192,1.0,0,USD,Kenya,KEN
KEN_Food & Beverages,KEN_Food & Beverages,agriculture,True,,8836555.284443663,7020966.788348224,0.0751605494159545,0,USD,Kenya,KEN
KEN_Textiles and Wearing Apparel,KEN_Textiles and Wearing Apparel,manufacturing,True,,1684669.974389107,1137108.4823090374,0.1341291665969516,0,USD,Kenya,KEN
KEN_Wood and Paper,KEN_Wood and Paper,manufacturing,True,,1267014.128635363,458770.6769327472,0.2083686622310694,0,USD,Kenya,KEN
"KEN_Petroleum, Chemical and Non-Metallic Mineral Products","KEN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,5737513.873587267,1553738.209283231,0.1252931917695895,0,USD,Kenya,KEN
KEN_Metal Products,KEN_Metal Products,manufacturing,True,,901960.6698655316,351303.564130796,0.1356757511609451,0,USD,Kenya,KEN
KEN_Electrical and Machinery,KEN_Electrical and Machinery,utility,True,,1686681.1708055525,656943.101591326,0.135675753897836,0,USD,Kenya,KEN
KEN_Transport Equipment,KEN_Transport Equipment,utility,True,,184456.4866411437,71843.6378396675,0.1356756413600378,0,USD,Kenya,KEN
KEN_Other Manufacturing,KEN_Other Manufacturing,manufacturing,True,,2454229.604147555,953548.2836331138,0.0289631761157629,0,USD,Kenya,KEN
KEN_Recycling,KEN_Recycling,utility,True,,914320.2184054856,355242.8954896362,0.0289631890664436,0,USD,Kenya,KEN
"KEN_Electricity, Gas and Water","KEN_Electricity, Gas and Water",utility,True,,1896248.597574964,756675.2229822316,0.0591301324457807,0,USD,Kenya,KEN
KEN_Construction,KEN_Construction,construction,True,,8635903.264524115,8340808.361656514,0.0159773934798417,0,USD,Kenya,KEN
KEN_Maintenance and Repair,KEN_Maintenance and Repair,construction,True,,140216.69846224552,40114.08698846054,0.0323485533306612,0,USD,Kenya,KEN
KEN_Wholesale Trade,KEN_Wholesale Trade,trade,True,,1807237.046711639,517025.95982305927,0.032348560249388,0,USD,Kenya,KEN
KEN_Retail Trade,KEN_Retail Trade,trade,True,,4019545.002701197,1149937.269793937,0.0323485600439551,0,USD,Kenya,KEN
KEN_Hotels and Restraurants,KEN_Hotels and Restraurants,service,True,,4427372.642485952,3711146.2360660974,0.0347907079667833,0,USD,Kenya,KEN
KEN_Transport,KEN_Transport,construction,True,,8960045.237950426,6268561.750302495,0.064779754256989,0,USD,Kenya,KEN
KEN_Post and Telecommunications,KEN_Post and Telecommunications,service,True,,2992772.9401254123,2093982.08522752,0.0518128766435578,0,USD,Kenya,KEN
KEN_Finacial Intermediation and Business Activities,KEN_Finacial Intermediation and Business Activities,service,True,,6498106.335603666,3500233.885128617,0.0409375295277205,0,USD,Kenya,KEN
KEN_Public Administration,KEN_Public Administration,service,True,,3795360.115019888,3580825.7419289723,0.0114078114343781,0,USD,Kenya,KEN
"KEN_Education, Health and Other Services","KEN_Education, Health and Other Services",service,True,,7417703.612857575,7168829.040482798,0.013716517585094,0,USD,Kenya,KEN
KEN_Private Households,KEN_Private Households,service,True,,8774.316515245566,6700.403168359859,0.002625630305184,0,USD,Kenya,KEN
KEN_Others,KEN_Others,service,True,,2518227.709288916,1923014.867571595,0.0026256314995412,0,USD,Kenya,KEN
KEN_Re-export & Re-import,KEN_Re-export & Re-import,imports,True,,13037.595844092128,1517.7515017436865,0.8830550788512453,0,USD,Kenya,KEN
KWT_Agriculture,KWT_Agriculture,agriculture,True,,930851.2279600396,783697.8756653136,0.0654573388007837,0,USD,Kuwait,KWT
KWT_Fishing,KWT_Fishing,agriculture,True,,89796.18395989742,61575.3549274919,0.1048661077318261,0,USD,Kuwait,KWT
KWT_Mining and Quarrying,KWT_Mining and Quarrying,mining,True,,44995231.27137689,-376602.1968029608,0.3913766800276482,0,USD,Kuwait,KWT
KWT_Food & Beverages,KWT_Food & Beverages,agriculture,True,,2874426.968405154,1986633.0924999649,0.0975786584589459,0,USD,Kuwait,KWT
KWT_Textiles and Wearing Apparel,KWT_Textiles and Wearing Apparel,manufacturing,True,,1143749.05962331,903351.4033540403,0.0899158641609202,0,USD,Kuwait,KWT
KWT_Wood and Paper,KWT_Wood and Paper,manufacturing,True,,1531118.7465882096,320366.76536804216,0.2097377939077215,0,USD,Kuwait,KWT
"KWT_Petroleum, Chemical and Non-Metallic Mineral Products","KWT_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,37229890.203835785,10371146.34206392,0.3669749175183992,0,USD,Kuwait,KWT
KWT_Metal Products,KWT_Metal Products,manufacturing,True,,3112908.613890123,2180300.294861487,0.0668027085346279,0,USD,Kuwait,KWT
KWT_Electrical and Machinery,KWT_Electrical and Machinery,utility,True,,1642532.5960291638,979123.431914543,0.1565709934197578,0,USD,Kuwait,KWT
KWT_Transport Equipment,KWT_Transport Equipment,utility,True,,462777.35092749854,319158.41668607784,0.1848981811078862,0,USD,Kuwait,KWT
KWT_Other Manufacturing,KWT_Other Manufacturing,manufacturing,True,,2008810.555309888,1859473.097573677,0.0698754675039813,0,USD,Kuwait,KWT
KWT_Recycling,KWT_Recycling,utility,True,,162710.38567036868,113878.81609825608,0.2958530584865985,0,USD,Kuwait,KWT
"KWT_Electricity, Gas and Water","KWT_Electricity, Gas and Water",utility,True,,2911788.2573153432,2682251.956619341,0.0047473305393253,0,USD,Kuwait,KWT
KWT_Construction,KWT_Construction,construction,True,,15415321.063983995,11522759.0682457,0.0042226936901357,0,USD,Kuwait,KWT
KWT_Maintenance and Repair,KWT_Maintenance and Repair,construction,True,,185990.0536711341,141185.2900631519,0.1233779269753695,0,USD,Kuwait,KWT
KWT_Wholesale Trade,KWT_Wholesale Trade,trade,True,,2397205.984436211,1819722.1783105887,0.1233779092476195,0,USD,Kuwait,KWT
KWT_Retail Trade,KWT_Retail Trade,trade,True,,5331709.185350373,4047305.264967574,0.1233781347584082,0,USD,Kuwait,KWT
KWT_Hotels and Restraurants,KWT_Hotels and Restraurants,service,True,,2564898.504316925,2107655.2816280774,0.1491017390408188,0,USD,Kuwait,KWT
KWT_Transport,KWT_Transport,construction,True,,15465666.415010247,3180625.025872988,0.317104397413967,0,USD,Kuwait,KWT
KWT_Post and Telecommunications,KWT_Post and Telecommunications,service,True,,2780174.488817806,1877773.6439942704,0.1447447576150697,0,USD,Kuwait,KWT
KWT_Finacial Intermediation and Business Activities,KWT_Finacial Intermediation and Business Activities,service,True,,50376359.73336692,24486659.7857005,0.097862975890277,0,USD,Kuwait,KWT
KWT_Public Administration,KWT_Public Administration,service,True,,680300.1648087814,488085.90410465776,0.1045653632556709,0,USD,Kuwait,KWT
"KWT_Education, Health and Other Services","KWT_Education, Health and Other Services",service,True,,3252674.7678973963,2448954.960199647,0.1575715592890521,0,USD,Kuwait,KWT
KWT_Private Households,KWT_Private Households,service,True,,42703.70683328103,18174.71716714453,0.5726663441544043,0,USD,Kuwait,KWT
KWT_Others,KWT_Others,service,True,,652185.3144841208,536772.1266166376,0.0397805425763152,0,USD,Kuwait,KWT
KWT_Re-export & Re-import,KWT_Re-export & Re-import,imports,True,,383.79619143622887,113.77172279201618,0.7023579147651928,0,USD,Kuwait,KWT
KGZ_Agriculture,KGZ_Agriculture,agriculture,True,,4118945.9096829416,1828308.409221288,0.0377766053845867,0,USD,Kyrgyzstan,KGZ
KGZ_Fishing,KGZ_Fishing,agriculture,True,,3241.9676920289994,311.09652724998347,0.8533486705407523,0,USD,Kyrgyzstan,KGZ
KGZ_Mining and Quarrying,KGZ_Mining and Quarrying,mining,True,,712013.4878348034,-99785.51675346444,0.0320951445544682,0,USD,Kyrgyzstan,KGZ
KGZ_Food & Beverages,KGZ_Food & Beverages,agriculture,True,,1335921.0209705783,1169436.1992783663,0.043650745508777,0,USD,Kyrgyzstan,KGZ
KGZ_Textiles and Wearing Apparel,KGZ_Textiles and Wearing Apparel,manufacturing,True,,651963.1087574498,369393.1194784618,0.1483226571559973,0,USD,Kyrgyzstan,KGZ
KGZ_Wood and Paper,KGZ_Wood and Paper,manufacturing,True,,127178.29065597776,27355.627125583567,0.0877213071260116,0,USD,Kyrgyzstan,KGZ
"KGZ_Petroleum, Chemical and Non-Metallic Mineral Products","KGZ_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,779973.945625297,279520.4199463432,0.2428233761976729,0,USD,Kyrgyzstan,KGZ
KGZ_Metal Products,KGZ_Metal Products,manufacturing,True,,772155.7506177614,31514.44384510492,0.0548533483336348,0,USD,Kyrgyzstan,KGZ
KGZ_Electrical and Machinery,KGZ_Electrical and Machinery,utility,True,,238432.30303722573,-31208.777522387783,0.5277923256101994,0,USD,Kyrgyzstan,KGZ
KGZ_Transport Equipment,KGZ_Transport Equipment,utility,True,,273049.93582422583,222853.0574956218,0.0735784001924733,0,USD,Kyrgyzstan,KGZ
KGZ_Other Manufacturing,KGZ_Other Manufacturing,manufacturing,True,,88775.04061003742,49121.301879101455,0.4115029977773449,0,USD,Kyrgyzstan,KGZ
KGZ_Recycling,KGZ_Recycling,utility,True,,33073.03267914284,18300.067504686267,0.4115034051966262,0,USD,Kyrgyzstan,KGZ
"KGZ_Electricity, Gas and Water","KGZ_Electricity, Gas and Water",utility,True,,601955.8951635838,245535.9450658672,0.2360469289998442,0,USD,Kyrgyzstan,KGZ
KGZ_Construction,KGZ_Construction,construction,True,,862321.0525026771,643156.4106437415,0.0870029274539866,0,USD,Kyrgyzstan,KGZ
KGZ_Maintenance and Repair,KGZ_Maintenance and Repair,construction,True,,1769.6613023306668,379.5543622784634,0.7766557669560145,0,USD,Kyrgyzstan,KGZ
KGZ_Wholesale Trade,KGZ_Wholesale Trade,trade,True,,22808.974402929794,4892.031400221979,0.7766559154480172,0,USD,Kyrgyzstan,KGZ
KGZ_Retail Trade,KGZ_Retail Trade,trade,True,,50730.2990132819,10880.556286768302,0.7766558226045175,0,USD,Kyrgyzstan,KGZ
KGZ_Hotels and Restraurants,KGZ_Hotels and Restraurants,service,True,,141080.38658745238,72730.30460652879,0.2382525195231013,0,USD,Kyrgyzstan,KGZ
KGZ_Transport,KGZ_Transport,construction,True,,808636.3145636038,269177.533215168,0.1789487453819431,0,USD,Kyrgyzstan,KGZ
KGZ_Post and Telecommunications,KGZ_Post and Telecommunications,service,True,,180853.78832338052,77751.18493588698,0.1802296093030177,0,USD,Kyrgyzstan,KGZ
KGZ_Finacial Intermediation and Business Activities,KGZ_Finacial Intermediation and Business Activities,service,True,,951931.4988528772,128997.68151473285,0.1269688889208874,0,USD,Kyrgyzstan,KGZ
KGZ_Public Administration,KGZ_Public Administration,service,True,,609448.400810949,394114.5195410141,0.0507561847201077,0,USD,Kyrgyzstan,KGZ
"KGZ_Education, Health and Other Services","KGZ_Education, Health and Other Services",service,True,,874393.3291397024,712160.8800471349,0.1045877581929222,0,USD,Kyrgyzstan,KGZ
KGZ_Private Households,KGZ_Private Households,service,True,,196.6291422440404,42.17270377311253,0.7766558764020465,0,USD,Kyrgyzstan,KGZ
KGZ_Others,KGZ_Others,service,True,,56432.55972454548,12103.562630291106,0.7766559219997773,0,USD,Kyrgyzstan,KGZ
KGZ_Re-export & Re-import,KGZ_Re-export & Re-import,imports,True,,28874.013079561868,5185.825892699096,0.8157108633446035,0,USD,Kyrgyzstan,KGZ
LAO_Agriculture,LAO_Agriculture,agriculture,True,,2905143.9981748937,416487.6338283045,0.7837327069560006,0,USD,Laos,LAO
LAO_Fishing,LAO_Fishing,agriculture,True,,63859.34221931205,19857.07134676628,0.2335062151021718,0,USD,Laos,LAO
LAO_Mining and Quarrying,LAO_Mining and Quarrying,mining,True,,523603.8408146536,112664.23644887807,0.4601438374686422,0,USD,Laos,LAO
LAO_Food & Beverages,LAO_Food & Beverages,agriculture,True,,645482.320510834,489982.8076141645,0.0402888283076264,0,USD,Laos,LAO
LAO_Textiles and Wearing Apparel,LAO_Textiles and Wearing Apparel,manufacturing,True,,298151.7816972708,202397.97432681083,0.2443174862339808,0,USD,Laos,LAO
LAO_Wood and Paper,LAO_Wood and Paper,manufacturing,True,,974761.1989945306,24118.434272474595,0.8490664237002519,0,USD,Laos,LAO
"LAO_Petroleum, Chemical and Non-Metallic Mineral Products","LAO_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,947655.7900661628,344676.1943146427,0.0454332650028064,0,USD,Laos,LAO
LAO_Metal Products,LAO_Metal Products,manufacturing,True,,350342.5669543472,59237.16036881176,0.0628304319023958,0,USD,Laos,LAO
LAO_Electrical and Machinery,LAO_Electrical and Machinery,utility,True,,1172743.1814362798,765947.4111599849,0.0281675677626543,0,USD,Laos,LAO
LAO_Transport Equipment,LAO_Transport Equipment,utility,True,,548488.4800101599,417672.5856338669,0.0374583403062768,0,USD,Laos,LAO
LAO_Other Manufacturing,LAO_Other Manufacturing,manufacturing,True,,203887.95584584132,116909.6280204428,0.1126274592147111,0,USD,Laos,LAO
LAO_Recycling,LAO_Recycling,utility,True,,75364.18349795019,48795.118668974246,0.2417567358700504,0,USD,Laos,LAO
"LAO_Electricity, Gas and Water","LAO_Electricity, Gas and Water",utility,True,,1978942.927072115,1479073.739086595,0.0710535895310316,0,USD,Laos,LAO
LAO_Construction,LAO_Construction,construction,True,,1609649.877392219,1337330.7849932185,0.0200821269774333,0,USD,Laos,LAO
LAO_Maintenance and Repair,LAO_Maintenance and Repair,construction,True,,96604.90015747747,50307.89867603855,0.3670376840474849,0,USD,Laos,LAO
LAO_Wholesale Trade,LAO_Wholesale Trade,trade,True,,1568327.4077725103,811483.9790790968,0.1930474188826584,0,USD,Laos,LAO
LAO_Retail Trade,LAO_Retail Trade,trade,True,,1139214.4386974417,986398.833693198,0.0313455769091837,0,USD,Laos,LAO
LAO_Hotels and Restraurants,LAO_Hotels and Restraurants,service,True,,854487.1744271553,700894.1730088767,0.0666425282116781,0,USD,Laos,LAO
LAO_Transport,LAO_Transport,construction,True,,848149.4604006642,367046.5510822246,0.15643429712938,0,USD,Laos,LAO
LAO_Post and Telecommunications,LAO_Post and Telecommunications,service,True,,677104.9713261793,291090.159033682,0.0616296239426002,0,USD,Laos,LAO
LAO_Finacial Intermediation and Business Activities,LAO_Finacial Intermediation and Business Activities,service,True,,4191990.1871972457,2011645.8853477647,0.0017069501654212,0,USD,Laos,LAO
LAO_Public Administration,LAO_Public Administration,service,True,,1541982.1678139172,1508055.6011306157,0.0146790839172875,0,USD,Laos,LAO
"LAO_Education, Health and Other Services","LAO_Education, Health and Other Services",service,True,,2060230.5295162904,1848855.057070653,0.0212272043390722,0,USD,Laos,LAO
LAO_Private Households,LAO_Private Households,service,True,,70109.45764412914,40322.36259649457,0.4174804976270637,0,USD,Laos,LAO
LAO_Others,LAO_Others,service,True,,80360.59539646986,45447.77319792417,0.0810955047980122,0,USD,Laos,LAO
LAO_Re-export & Re-import,LAO_Re-export & Re-import,imports,True,,44555.22843411296,7869.654297221946,0.8228056557964515,0,USD,Laos,LAO
LVA_Agriculture,LVA_Agriculture,agriculture,True,,3405748.924848508,385107.7920005306,0.0905264057571978,0,USD,Latvia,LVA
LVA_Fishing,LVA_Fishing,agriculture,True,,195351.0338987054,9760.646279588633,0.1412809960833262,0,USD,Latvia,LVA
LVA_Mining and Quarrying,LVA_Mining and Quarrying,mining,True,,394006.8324170084,19671.413656510194,0.8336710398535685,0,USD,Latvia,LVA
LVA_Food & Beverages,LVA_Food & Beverages,agriculture,True,,5480434.334829322,2159340.0807764675,0.1331696758311034,0,USD,Latvia,LVA
LVA_Textiles and Wearing Apparel,LVA_Textiles and Wearing Apparel,manufacturing,True,,2146789.6025001938,1061675.2558344817,0.3711388933819122,0,USD,Latvia,LVA
LVA_Wood and Paper,LVA_Wood and Paper,manufacturing,True,,3173435.21965662,208473.7332842696,0.531786730007664,0,USD,Latvia,LVA
"LVA_Petroleum, Chemical and Non-Metallic Mineral Products","LVA_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,1800853.1568438886,295290.21210695815,0.6355327880829258,0,USD,Latvia,LVA
LVA_Metal Products,LVA_Metal Products,manufacturing,True,,1580130.0052179922,105014.64467461442,0.5555950259455098,0,USD,Latvia,LVA
LVA_Electrical and Machinery,LVA_Electrical and Machinery,utility,True,,1719827.909224986,661927.2786698032,0.4789683668678187,0,USD,Latvia,LVA
